movie_name,release_year,budget,box_office,profit,actor,actor_fee,director,genre,imdb_rating
Queen 245,2010,166470035.0,905535375.0,739065340,Deepika Padukone,359786921,Siddharth Anand,Romance,5.8
Mission 246,2018,117266832.0,703165763.0,585898931,Ayushmann Khurrana,116597686,Rajkumar Hirani,Crime,9.2
Zara 247,2026,465152676.0,1269482694.0,804330018,Kareena Kapoor,239656218,Siddharth Anand,Comedy,7.5
Storm 248,2012,49709728.0,481891446.0,432181718,Kartik Aaryan,277287168,Karan Johar,Musical,6.8
Storm 249,2011,386687038.0,1298224463.0,911537425,Kareena Kapoor,308249207,Rohit Shetty,Drama,8.2
Alpha 250,2018,356298490.0,1033728399.0,677429909,Alia Bhatt,234543140,Anurag Kashyap,Fantasy,4.6
Warrior 251,2018,379187017.0,946841328.0,567654311,Akshay Kumar,259325539,Anurag Kashyap,Fantasy,6.5
Alpha 252,2015,66129510.0,333347442.0,267217932,Ajay Devgn,66092944,Rohit Shetty,Comedy,5.9
King 253,2015,,482888062.0,420477095,Deepika Padukone,394071931,Siddharth Anand,Horror,
King 254,2020,68713640.0,745786463.0,677072823,Kareena Kapoor,108236931,Sanjay Leela Bhansali,Musical,5.0
Raja 255,2025,227458184.0,853658177.0,626199993,Salman Khan,120065717,Karan Johar,Fantasy,4.2
Queen 256,2000,388352054.0,568987617.0,180635563,Akshay Kumar,169435241,Rohit Shetty,Drama,8.4
Zara 257,2008,370080084.0,1246329023.0,876248939,Hrithik Roshan,303314840,Anurag Kashyap,Fantasy,7.4
Legend 258,2005,446872399.0,1120132931.0,673260532,Deepika Padukone,449826038,Zoya Akhtar,Drama,7.7
King 259,2022,85891291.0,584385315.0,498494024,Ajay Devgn,244540409,Imtiaz Ali,Fantasy,6.3
Mission 260,2005,307916422.0,437086913.0,129170491,Hrithik Roshan,175066991,Imtiaz Ali,Comedy,5.7
Alpha 261,2015,83301517.0,242819133.0,159517616,Kangana Ranaut,226128458,Siddharth Anand,Fantasy,7.8
Zara 262,2018,26568214.0,831138806.0,804570592,Kareena Kapoor,138395879,Zoya Akhtar,Action,5.5
Fire 263,2024,421199928.0,903038581.0,481838653,Ayushmann Khurrana,294236873,Rohit Shetty,Drama,5.5
Storm 264,2001,418024109.0,1140023262.0,721999153,Hrithik Roshan,313321180,Sanjay Leela Bhansali,Fantasy,4.6
Alpha 265,2014,151097849.0,475379523.0,324281674,Kangana Ranaut,458477823,Rohit Shetty,Crime,8.8
Fire 266,2018,379975777.0,706462773.0,326486996,Kangana Ranaut,401583125,Karan Johar,Comedy,7.4
Legend 267,2011,295766076.0,547578818.0,251812742,Kartik Aaryan,309249162,Imtiaz Ali,Horror,9.4
Warrior 268,2021,447646918.0,499894160.0,52247242,Salman Khan,422703723,Karan Johar,Action,9.5
Raja 269,2004,391927200.0,687775908.0,295848708,Kangana Ranaut,152904937,Karan Johar,Crime,4.8
Zara 270,2020,436596888.0,1331623996.0,895027108,Kareena Kapoor,69979883,Karan Johar,Musical,8.1
Tiger 271,2010,322435006.0,275090455.0,-47344551,Kangana Ranaut,435610717,Rohit Shetty,Crime,7.5
Queen 272,2006,240662883.0,1076336300.0,835673417,Akshay Kumar,285598064,Zoya Akhtar,Horror,8.6
Tiger 273,2025,194543803.0,1104635058.0,910091255,Alia Bhatt,429232012,Rajkumar Hirani,Action,4.5
Love 274,2005,246913591.0,687096211.0,440182620,Aamir Khan,249673001,Sanjay Leela Bhansali,Comedy,8.9
Zara 275,2020,203507273.0,422360713.0,218853440,Shah Rukh Khan,219632103,Imtiaz Ali,Action,6.2
Shadow 276,2002,387795011.0,439997709.0,52202698,Aamir Khan,134579621,Siddharth Anand,Drama,
Fire 277,2010,448682070.0,528168660.0,79486590,Kangana Ranaut,246728064,Imtiaz Ali,Crime,4.4
King 278,2011,482977365.0,754300332.0,271322967,Salman Khan,225471799,Imtiaz Ali,Comedy,4.4
King 279,2023,124383272.0,748779076.0,624395804,Deepika Padukone,101268367,Karan Johar,Crime,8.7
Legend 280,2023,216175561.0,543634077.0,327458516,Ajay Devgn,188847869,Imtiaz Ali,Romance,5.5
Legend 281,2009,428206145.0,1388897033.0,960690888,Deepika Padukone,34401241,Zoya Akhtar,Romance,6.8
Alpha 282,2025,492063134.0,1294375804.0,802312670,Akshay Kumar,285690821,Karan Johar,Drama,5.3
Alpha 283,2011,179904962.0,271620505.0,91715543,Ajay Devgn,482145999,Karan Johar,Horror,7.0
Zara 284,2000,325338377.0,347850926.0,22512549,Aamir Khan,160759649,Sanjay Leela Bhansali,Action,9.1
Fire 285,2016,421839046.0,817905750.0,396066704,Ajay Devgn,396781717,Karan Johar,Drama,7.5
Zara 286,2016,119090821.0,1115251847.0,996161026,Kareena Kapoor,103417462,Anurag Kashyap,Fantasy,7.2
Hero 287,2022,244873529.0,978660368.0,733786839,Kangana Ranaut,148117474,Rajkumar Hirani,Romance,4.5
Hero 288,2021,408193671.0,1064772008.0,656578337,Deepika Padukone,114299176,Rohit Shetty,Action,7.9
Warrior 289,2016,430362998.0,1263523024.0,833160026,Deepika Padukone,159182155,Imtiaz Ali,Horror,4.7
Storm 290,2000,189857674.0,1006483129.0,816625455,Ajay Devgn,166018471,Rohit Shetty,Thriller,7.9
King 291,2001,278226078.0,1150956618.0,872730540,Kartik Aaryan,109593766,Anurag Kashyap,Comedy,5.4
Raja 292,2023,283173282.0,235931198.0,-47242084,Aamir Khan,481005149,Rajkumar Hirani,Romance,4.3
Love 293,2001,306817021.0,1119155701.0,812338680,Deepika Padukone,417641938,Karan Johar,Romance,5.8
Zara 294,2018,210149860.0,,78205773,Ayushmann Khurrana,381488989,Rajkumar Hirani,Comedy,5.2
Mission 295,2014,474947515.0,728072203.0,253124688,Kareena Kapoor,473573514,Zoya Akhtar,Horror,4.5
Storm 296,2009,407056832.0,1025694681.0,618637849,Akshay Kumar,269068744,Anurag Kashyap,Crime,9.5
Storm 297,2007,90834710.0,47682905.0,-43151805,Ajay Devgn,32836722,Sanjay Leela Bhansali,Musical,5.9
Alpha 298,2024,362887316.0,716909338.0,354022022,Kangana Ranaut,416255111,Zoya Akhtar,Drama,5.1
Sultan 299,2022,160230049.0,210116645.0,49886596,Aamir Khan,144270888,Karan Johar,Horror,6.5
Shadow 300,2026,221715738.0,252064355.0,30348617,Kartik Aaryan,324846435,Rajkumar Hirani,Fantasy,7.6
Mission 301,2025,220964859.0,923363247.0,702398388,Kangana Ranaut,414789567,Anurag Kashyap,Horror,6.5
Storm 302,2018,68504344.0,185375155.0,116870811,Shah Rukh Khan,108248146,Siddharth Anand,Crime,5.7
Tiger 303,2009,258757308.0,493307398.0,234550090,Kangana Ranaut,84378103,Rohit Shetty,Comedy,8.4
Raja 304,2026,,771835038.0,301965766,Salman Khan,68969554,Sanjay Leela Bhansali,Horror,6.2
Sultan 305,2000,227106422.0,1094727587.0,867621165,Hrithik Roshan,318475400,Sanjay Leela Bhansali,Drama,
Love 306,2024,129340035.0,219694456.0,90354421,Akshay Kumar,462206297,Karan Johar,Horror,7.8
Mission 307,2026,50258438.0,23666201.0,-26592237,Shah Rukh Khan,126166402,Siddharth Anand,Comedy,4.5
Tiger 308,2001,100188516.0,1042467401.0,942278885,Kartik Aaryan,252549056,Karan Johar,Crime,4.2
Sultan 309,2008,160245768.0,589146892.0,428901124,Salman Khan,38602276,Sanjay Leela Bhansali,Thriller,6.7
Queen 310,2004,235074983.0,399241167.0,164166184,Alia Bhatt,494944200,Sanjay Leela Bhansali,Musical,8.4
Warrior 311,2025,,589614139.0,319403820,Kartik Aaryan,289720327,Anurag Kashyap,Fantasy,
Storm 312,2024,160824577.0,173736432.0,12911855,Kareena Kapoor,273233627,Anurag Kashyap,Romance,9.4
Love 313,2025,405706150.0,415737607.0,10031457,Kareena Kapoor,137795696,Karan Johar,Horror,9.1
King 314,2025,406267157.0,1105337973.0,699070816,Ranveer Singh,337592699,Rajkumar Hirani,Horror,9.2
Storm 315,2015,301050930.0,,281843213,Salman Khan,283301051,Rajkumar Hirani,Drama,4.3
King 316,2019,118160365.0,934074537.0,815914172,Salman Khan,202943618,Imtiaz Ali,Horror,4.3
Zara 317,2016,472068403.0,813865893.0,341797490,Shah Rukh Khan,220570022,Karan Johar,Drama,5.9
Queen 318,2025,353203312.0,1334706384.0,981503072,Hrithik Roshan,368526003,Anurag Kashyap,Comedy,7.9
King 319,2007,367304594.0,949685003.0,582380409,Kangana Ranaut,114141188,Karan Johar,Thriller,
Fire 320,2018,220239413.0,1083732741.0,863493328,Kareena Kapoor,324664987,Rajkumar Hirani,Comedy,7.3
Legend 321,2003,276387326.0,377401992.0,101014666,Ranveer Singh,420153155,Rohit Shetty,Romance,5.9
Love 322,2022,369716703.0,1005947988.0,636231285,Deepika Padukone,496018480,Anurag Kashyap,Crime,4.1
Storm 323,2003,396769101.0,348144735.0,-48624366,Aamir Khan,227198400,Siddharth Anand,Fantasy,9.3
Warrior 324,2012,64454041.0,,839924715,Hrithik Roshan,443446189,Sanjay Leela Bhansali,Comedy,
Hero 325,2003,49836037.0,366849802.0,317013765,Salman Khan,496704470,Karan Johar,Comedy,8.0
Legend 326,2019,489547149.0,957881824.0,468334675,Deepika Padukone,36639349,Karan Johar,Comedy,7.3
Raja 327,2013,384304630.0,929278322.0,544973692,Deepika Padukone,411901810,Zoya Akhtar,Thriller,5.6
Tiger 328,2004,39262071.0,376699180.0,337437109,Aamir Khan,249569202,Rohit Shetty,Thriller,8.5
Raja 329,2005,352626000.0,615956168.0,263330168,Shah Rukh Khan,274246307,Rohit Shetty,Thriller,8.3
Shadow 330,2017,,366566737.0,148514700,Ranveer Singh,495395269,Karan Johar,Horror,5.0
Love 331,2008,312927581.0,329112353.0,16184772,Salman Khan,423853166,Rohit Shetty,Drama,7.7
Raja 332,2017,42740399.0,895539485.0,852799086,Ajay Devgn,459377953,Karan Johar,Musical,7.8
Hero 333,2002,221958979.0,1141308617.0,919349638,Kangana Ranaut,403489952,Rajkumar Hirani,Musical,7.1
Sultan 334,2003,416512617.0,848665363.0,432152746,Salman Khan,109745911,Sanjay Leela Bhansali,Romance,4.7
Love 335,2020,89391528.0,935008303.0,845616775,Kartik Aaryan,158451686,Anurag Kashyap,Drama,4.5
Warrior 336,2014,478938627.0,442214153.0,-36724474,Kareena Kapoor,396030893,Karan Johar,Drama,6.3
Zara 337,2003,312088542.0,1099118287.0,787029745,Shah Rukh Khan,441843972,Zoya Akhtar,Musical,8.8
Legend 338,2019,263964971.0,254193427.0,-9771544,Salman Khan,167861841,Karan Johar,Comedy,7.4
Mission 339,2010,,585815582.0,205098831,Aamir Khan,420371387,Siddharth Anand,Thriller,8.9
Hero 340,2026,273936054.0,1145458631.0,871522577,Deepika Padukone,387677132,Rohit Shetty,Romance,4.7
Hero 341,2023,233753154.0,833344546.0,599591392,Alia Bhatt,67935515,Sanjay Leela Bhansali,Crime,5.2
Love 342,2011,450780356.0,461130899.0,10350543,Ayushmann Khurrana,444928171,Imtiaz Ali,Drama,5.7
Mission 343,2018,25541424.0,162090492.0,136549068,Akshay Kumar,489858982,Sanjay Leela Bhansali,Action,5.4
Hero 344,2011,452116574.0,900567350.0,448450776,Ayushmann Khurrana,233106763,Rohit Shetty,Action,5.3
Tiger 345,2018,305995039.0,631546874.0,325551835,Ranveer Singh,107785703,Zoya Akhtar,Drama,5.6
Raja 346,2007,357559434.0,549271643.0,191712209,Alia Bhatt,130987852,Zoya Akhtar,Fantasy,6.8
Tiger 347,2004,357554958.0,493527745.0,135972787,Kartik Aaryan,449961020,Rajkumar Hirani,Romance,5.4
Shadow 348,2008,237529541.0,1149047064.0,911517523,Ajay Devgn,477191845,Anurag Kashyap,Crime,5.4
Queen 349,2018,64928392.0,22817790.0,-42110602,Ayushmann Khurrana,375599374,Anurag Kashyap,Musical,7.6
Zara 350,2010,158435814.0,796269188.0,637833374,Ranveer Singh,482509780,Zoya Akhtar,Thriller,7.6
Warrior 351,2024,139011193.0,1055042801.0,916031608,Aamir Khan,452411843,Karan Johar,Horror,7.7
Hero 352,2013,227217377.0,594124395.0,366907018,Deepika Padukone,38961746,Sanjay Leela Bhansali,Horror,8.0
Mission 353,2021,202466681.0,697191862.0,494725181,Ranbir Kapoor,473881003,Imtiaz Ali,Musical,5.0
Storm 354,2017,419588597.0,1349511978.0,929923381,Salman Khan,384917796,Anurag Kashyap,Drama,5.2
Mission 355,2010,209545484.0,439318828.0,229773344,Kartik Aaryan,177867494,Siddharth Anand,Drama,6.6
Zara 356,2015,487506982.0,646396801.0,158889819,Ayushmann Khurrana,84325691,Karan Johar,Musical,5.6
Raja 357,2010,229683197.0,791075644.0,561392447,Hrithik Roshan,96892880,Anurag Kashyap,Comedy,8.3
Shadow 358,2001,12530541.0,447919000.0,435388459,Ranbir Kapoor,132411302,Imtiaz Ali,Comedy,6.7
Shadow 359,2013,226570227.0,637232792.0,410662565,Hrithik Roshan,225791438,Rajkumar Hirani,Action,6.9
Storm 360,2026,295096593.0,449726784.0,154630191,Aamir Khan,383326394,Rajkumar Hirani,Romance,5.2
Warrior 361,2018,174344290.0,303680852.0,129336562,Shah Rukh Khan,462297789,Rajkumar Hirani,Thriller,9.2
Queen 362,2021,81827655.0,399834233.0,318006578,Hrithik Roshan,212871348,Sanjay Leela Bhansali,Comedy,9.2
Fire 363,2004,123381891.0,,738208775,Aamir Khan,336588929,Imtiaz Ali,Drama,6.0
Hero 364,2024,,916168704.0,619085879,Aamir Khan,338860554,Rajkumar Hirani,Drama,7.6
Queen 365,2003,303819992.0,525195670.0,221375678,Hrithik Roshan,396812631,Imtiaz Ali,Romance,7.8
Shadow 366,2016,154942879.0,773666895.0,618724016,Kartik Aaryan,396199594,Imtiaz Ali,Fantasy,8.6
Zara 367,2025,67049894.0,551493143.0,484443249,Akshay Kumar,346955357,Sanjay Leela Bhansali,Thriller,8.6
Sultan 368,2001,,787236571.0,482956813,Akshay Kumar,389476661,Siddharth Anand,Horror,5.3
Legend 369,2021,275270083.0,385412761.0,110142678,Shah Rukh Khan,438504953,Rohit Shetty,Drama,9.0
Hero 370,2014,36886600.0,94055601.0,57169001,Kangana Ranaut,113792319,Rajkumar Hirani,Thriller,6.0
Love 371,2024,487971887.0,487244924.0,-726963,Aamir Khan,477413333,Imtiaz Ali,Comedy,5.8
Fire 372,2002,210049994.0,1035111236.0,825061242,Ranveer Singh,118177274,Rohit Shetty,Fantasy,6.2
Tiger 373,2025,236419841.0,883113444.0,646693603,Kareena Kapoor,109538648,Rohit Shetty,Comedy,7.8
Queen 374,2018,269134085.0,1080559335.0,811425250,Kartik Aaryan,384209541,Siddharth Anand,Comedy,7.4
Mission 375,2026,400454742.0,1395682900.0,995228158,Salman Khan,279351413,Siddharth Anand,Drama,8.9
Alpha 376,2022,476182339.0,1154102973.0,677920634,Ayushmann Khurrana,432063841,Sanjay Leela Bhansali,Horror,6.9
Fire 377,2007,268734024.0,589979711.0,321245687,Alia Bhatt,383083417,Karan Johar,Comedy,8.6
Shadow 378,2005,281424522.0,1142865516.0,861440994,Hrithik Roshan,477344840,Siddharth Anand,Comedy,4.4
Alpha 379,2016,129564652.0,670654765.0,541090113,Alia Bhatt,223279511,Karan Johar,Romance,4.4
Tiger 380,2014,,257144745.0,77460504,Hrithik Roshan,420097122,Rajkumar Hirani,Drama,6.2
Storm 381,2019,342358610.0,976909956.0,634551346,Ranbir Kapoor,497874648,Sanjay Leela Bhansali,Crime,9.2
Tiger 382,2010,310728695.0,1084735782.0,774007087,Kartik Aaryan,342096322,Siddharth Anand,Horror,7.9
King 383,2011,455540518.0,1085929025.0,630388507,Kareena Kapoor,176757483,Anurag Kashyap,Drama,4.3
Fire 384,2013,67424522.0,290465587.0,223041065,Kartik Aaryan,125184539,Sanjay Leela Bhansali,Drama,9.1
Fire 385,2010,67856292.0,830839208.0,762982916,Ajay Devgn,44964689,Rohit Shetty,Crime,6.5
Alpha 386,2016,405251844.0,407405208.0,2153364,Ayushmann Khurrana,252363302,Siddharth Anand,Musical,8.3
Love 387,2004,65595111.0,431568679.0,365973568,Alia Bhatt,342415688,Anurag Kashyap,Musical,8.8
Raja 388,2008,223604826.0,1208255508.0,984650682,Ranveer Singh,177933216,Siddharth Anand,Comedy,4.8
Love 389,2022,304101091.0,1178278782.0,874177691,Ranveer Singh,402184634,Sanjay Leela Bhansali,Romance,5.2
Sultan 390,2022,359012468.0,1356103472.0,997091004,Salman Khan,290525729,Anurag Kashyap,Drama,8.2
Fire 391,2013,371981715.0,,753017927,Kangana Ranaut,306636886,Zoya Akhtar,Fantasy,8.4
Shadow 392,2001,117321793.0,353987522.0,236665729,Kareena Kapoor,441729384,Imtiaz Ali,Thriller,7.8
Raja 393,2024,300539552.0,285228267.0,-15311285,Ranveer Singh,457026997,Siddharth Anand,Drama,7.4
Shadow 394,2017,218781937.0,423898135.0,205116198,Ayushmann Khurrana,441071706,Zoya Akhtar,Action,9.1
King 395,2017,38884832.0,2806151.0,-36078681,Deepika Padukone,154937742,Sanjay Leela Bhansali,Crime,8.6
Storm 396,2018,303461767.0,1046366447.0,742904680,Kartik Aaryan,125478535,Sanjay Leela Bhansali,Thriller,6.5
Fire 397,2016,74077589.0,429091108.0,355013519,Aamir Khan,250053380,Zoya Akhtar,Musical,
Tiger 398,2022,93110676.0,85996561.0,-7114115,Salman Khan,193210677,Rajkumar Hirani,Thriller,6.7
King 399,2016,128091207.0,1105648948.0,977557741,Salman Khan,299498372,Rohit Shetty,Musical,4.9
Mission 400,2006,366124987.0,672482198.0,306357211,Ranveer Singh,213701859,Zoya Akhtar,Romance,9.2
Storm 401,2020,14726451.0,87908206.0,73181755,Alia Bhatt,205761250,Siddharth Anand,Romance,9.0
Shadow 402,2010,214747859.0,1148222811.0,933474952,Kareena Kapoor,80867219,Karan Johar,Thriller,7.0
King 403,2016,441008953.0,937259639.0,496250686,Hrithik Roshan,281351288,Rajkumar Hirani,Thriller,8.9
Sultan 404,2024,298823037.0,821348432.0,522525395,Aamir Khan,356582134,Rohit Shetty,Romance,7.7
Zara 405,2006,298704594.0,1138566701.0,839862107,Deepika Padukone,491714769,Karan Johar,Drama,8.1
Zara 406,2002,39134951.0,180252578.0,141117627,Kareena Kapoor,155242079,Rohit Shetty,Romance,9.0
King 407,2000,219112222.0,892061235.0,672949013,Shah Rukh Khan,307137018,Rajkumar Hirani,Drama,8.2
Mission 408,2016,66981085.0,328190757.0,261209672,Kareena Kapoor,388228303,Zoya Akhtar,Drama,5.5
Alpha 409,2015,93925525.0,616732180.0,522806655,Akshay Kumar,93219236,Karan Johar,Musical,5.6
Storm 410,2023,357860464.0,708506296.0,350645832,Aamir Khan,317171032,Imtiaz Ali,Drama,4.2
Zara 411,2009,122771286.0,876248624.0,753477338,Deepika Padukone,409734645,Anurag Kashyap,Romance,6.3
Raja 412,2019,458152117.0,679531540.0,221379423,Akshay Kumar,81537510,Imtiaz Ali,Action,8.7
Warrior 413,2002,166042963.0,837259512.0,671216549,Shah Rukh Khan,154586891,Rohit Shetty,Romance,8.0
Shadow 414,2007,63711282.0,319874957.0,256163675,Kartik Aaryan,57478359,Sanjay Leela Bhansali,Horror,6.7
Sultan 415,2018,314331663.0,655703504.0,341371841,Kareena Kapoor,189830070,Karan Johar,Comedy,4.0
Queen 416,2008,461030652.0,797025808.0,335995156,Salman Khan,384846828,Anurag Kashyap,Crime,6.5
Sultan 417,2020,335680750.0,373699333.0,38018583,Kangana Ranaut,170654535,Imtiaz Ali,Musical,5.1
Mission 418,2000,466118695.0,960697261.0,494578566,Alia Bhatt,36747273,Karan Johar,Romance,9.0
Tiger 419,2020,426180848.0,535774301.0,109593453,Ranveer Singh,230720946,Sanjay Leela Bhansali,Thriller,4.7
Alpha 420,2021,138248154.0,998761715.0,860513561,Kareena Kapoor,349658053,Imtiaz Ali,Musical,4.8
Love 421,2004,405093938.0,1141077755.0,735983817,Hrithik Roshan,212626890,Rajkumar Hirani,Romance,8.2
Shadow 422,2006,288037515.0,,924663468,Kareena Kapoor,213945351,Karan Johar,Crime,9.0
Zara 423,2022,289909944.0,920197308.0,630287364,Kangana Ranaut,166831677,Zoya Akhtar,Musical,7.1
Mission 424,2026,51788673.0,556551234.0,504762561,Ranbir Kapoor,222039975,Sanjay Leela Bhansali,Musical,6.2
Mission 425,2019,13542104.0,502385459.0,488843355,Salman Khan,256168817,Imtiaz Ali,Romance,4.4
King 426,2019,395098959.0,1222297791.0,827198832,Shah Rukh Khan,374930539,Sanjay Leela Bhansali,Fantasy,8.5
Raja 427,2018,96568426.0,741557732.0,644989306,Kangana Ranaut,240599832,Rajkumar Hirani,Romance,4.2
Alpha 428,2018,88847600.0,98882662.0,10035062,Salman Khan,158652089,Imtiaz Ali,Musical,
Fire 429,2023,365271672.0,1197139384.0,831867712,Ranbir Kapoor,66035879,Sanjay Leela Bhansali,Crime,7.3
Queen 430,2019,86617993.0,889830497.0,803212504,Kartik Aaryan,460477447,Imtiaz Ali,Musical,5.5
Legend 431,2002,133380336.0,489481686.0,356101350,Ajay Devgn,90981421,Rohit Shetty,Action,5.1
Sultan 432,2019,61699905.0,202205524.0,140505619,Hrithik Roshan,350040408,Rajkumar Hirani,Musical,6.8
Legend 433,2017,454272373.0,405561083.0,-48711290,Kareena Kapoor,384298782,Karan Johar,Musical,6.3
Storm 434,2015,433889425.0,1209244350.0,775354925,Ajay Devgn,208182816,Rohit Shetty,Fantasy,4.7
Hero 435,2019,480710330.0,1014537072.0,533826742,Ajay Devgn,158407994,Sanjay Leela Bhansali,Action,7.9
Alpha 436,2012,361406774.0,531973419.0,170566645,Deepika Padukone,451798379,Anurag Kashyap,Fantasy,6.0
Love 437,2017,237397874.0,793707927.0,556310053,Ranveer Singh,348500937,Zoya Akhtar,Fantasy,8.2
King 438,2017,307915766.0,777349285.0,469433519,Ranbir Kapoor,184633121,Anurag Kashyap,Fantasy,8.0
Tiger 439,2025,385439968.0,1354684219.0,969244251,Salman Khan,73836674,Sanjay Leela Bhansali,Musical,6.2
Fire 440,2001,96295563.0,464092454.0,367796891,Alia Bhatt,22840387,Rohit Shetty,Comedy,6.6
King 441,2002,336969880.0,327509364.0,-9460516,Deepika Padukone,226333455,Karan Johar,Musical,5.6
Sultan 442,2020,275412002.0,696754652.0,421342650,Aamir Khan,128290750,Zoya Akhtar,Romance,4.2
Sultan 443,2021,29360174.0,365628059.0,336267885,Akshay Kumar,371660712,Rajkumar Hirani,Comedy,4.5
Queen 444,2018,117540818.0,623462811.0,505921993,Aamir Khan,415633885,Rohit Shetty,Drama,7.0
King 445,2026,158449020.0,351431974.0,192982954,Kartik Aaryan,124434919,Siddharth Anand,Fantasy,7.2
Zara 446,2016,167975246.0,483010845.0,315035599,Shah Rukh Khan,451076334,Zoya Akhtar,Musical,8.5
Legend 447,2015,423372990.0,634585661.0,211212671,Kareena Kapoor,202353980,Siddharth Anand,Crime,8.9
Queen 448,2020,433406472.0,620040191.0,186633719,Alia Bhatt,396441053,Sanjay Leela Bhansali,Horror,6.3
Hero 449,2007,164237420.0,214105539.0,49868119,Ajay Devgn,381688812,Anurag Kashyap,Drama,7.1
Legend 450,2008,108131653.0,1075091977.0,966960324,Deepika Padukone,386740441,Sanjay Leela Bhansali,Crime,8.1
Raja 451,2006,458255259.0,676363688.0,218108429,Kangana Ranaut,352106681,Anurag Kashyap,Comedy,8.3
Tiger 452,2019,13556057.0,784157030.0,770600973,Kangana Ranaut,310701612,Rajkumar Hirani,Crime,6.0
Legend 453,2008,273499117.0,419856281.0,146357164,Kareena Kapoor,294412782,Zoya Akhtar,Fantasy,5.2
Tiger 454,2017,27481936.0,517010584.0,489528648,Ranveer Singh,231375160,Imtiaz Ali,Crime,9.4
Alpha 455,2021,123146825.0,480554539.0,357407714,Kartik Aaryan,74088579,Anurag Kashyap,Horror,7.4
Tiger 456,2019,194198511.0,537106578.0,342908067,Salman Khan,287775115,Karan Johar,Romance,6.3
Tiger 457,2005,316773258.0,407582862.0,90809604,Kartik Aaryan,388299841,Sanjay Leela Bhansali,Drama,8.0
Raja 458,2004,439516838.0,1419394071.0,979877233,Deepika Padukone,100288003,Siddharth Anand,Action,5.0
Warrior 459,2017,396847882.0,685857429.0,289009547,Kareena Kapoor,281252231,Zoya Akhtar,Thriller,7.1
Alpha 460,2006,446915251.0,669956720.0,223041469,Hrithik Roshan,470419506,Rohit Shetty,Crime,8.1
Storm 461,2008,194758905.0,166056931.0,-28701974,Ajay Devgn,85088883,Anurag Kashyap,Romance,7.2
Hero 462,2011,184531518.0,857366823.0,672835305,Ayushmann Khurrana,281721211,Siddharth Anand,Drama,6.1
Sultan 463,2020,443639839.0,1390680703.0,947040864,Ranveer Singh,246461000,Karan Johar,Drama,4.4
Fire 464,2008,335013580.0,977195121.0,642181541,Ajay Devgn,165625212,Siddharth Anand,Horror,8.1
Love 465,2000,77130291.0,808569971.0,731439680,Akshay Kumar,375420649,Zoya Akhtar,Drama,5.2
Tiger 466,2017,38897312.0,17206417.0,-21690895,Kareena Kapoor,233144473,Rohit Shetty,Drama,5.4
Hero 467,2007,142819993.0,,741984698,Ranbir Kapoor,257919942,Imtiaz Ali,Comedy,6.9
Mission 468,2010,473985930.0,935253187.0,461267257,Hrithik Roshan,487559949,Zoya Akhtar,Musical,6.4
Legend 469,2014,348791058.0,1102928768.0,754137710,Alia Bhatt,490993475,Karan Johar,Musical,7.5
Raja 470,2025,,482522845.0,424443895,Ranbir Kapoor,216378425,Karan Johar,Thriller,4.9
Sultan 471,2011,163954310.0,617751777.0,453797467,Ayushmann Khurrana,24465212,Siddharth Anand,Crime,5.6
Storm 472,2000,304319182.0,655516242.0,351197060,Akshay Kumar,241049008,Karan Johar,Fantasy,5.4
Raja 473,2008,52525401.0,455901485.0,403376084,Alia Bhatt,148613768,Zoya Akhtar,Thriller,7.6
Zara 474,2005,83349471.0,344300057.0,260950586,Shah Rukh Khan,361929171,Siddharth Anand,Crime,
Alpha 475,2017,21881429.0,171530399.0,149648970,Shah Rukh Khan,171459089,Zoya Akhtar,Comedy,7.9
Tiger 476,2006,193563067.0,594795586.0,401232519,Ranbir Kapoor,441833078,Siddharth Anand,Horror,6.6
Sultan 477,2001,153078017.0,935928987.0,782850970,Ajay Devgn,58324366,Siddharth Anand,Comedy,5.1
Zara 478,2024,,611013560.0,217321301,Ajay Devgn,434048444,Siddharth Anand,Romance,8.1
Warrior 479,2021,121909203.0,579601770.0,457692567,Ajay Devgn,385846557,Zoya Akhtar,Horror,4.9
Zara 480,2008,268358171.0,903963814.0,635605643,Ranbir Kapoor,126688936,Anurag Kashyap,Action,8.8
King 481,2000,,,802970198,Ranbir Kapoor,333906737,Rohit Shetty,Fantasy,8.3
Tiger 482,2022,330089033.0,446510365.0,116421332,Ranveer Singh,433818488,Rohit Shetty,Romance,4.9
Storm 483,2020,42240352.0,56423408.0,14183056,Ranveer Singh,366053513,Imtiaz Ali,Musical,8.4
Storm 484,2020,416248890.0,739178468.0,322929578,Kareena Kapoor,498779304,Siddharth Anand,Romance,4.1
Alpha 485,2015,389366935.0,809128985.0,419762050,Ayushmann Khurrana,178223695,Siddharth Anand,Romance,7.1
Love 486,2026,331413847.0,1263322827.0,931908980,Kangana Ranaut,317705824,Imtiaz Ali,Drama,6.9
Tiger 487,2000,426567753.0,1061643018.0,635075265,Ayushmann Khurrana,223497465,Imtiaz Ali,Action,7.4
Zara 488,2021,299350077.0,1128798033.0,829447956,Ajay Devgn,121935387,Siddharth Anand,Musical,4.8
Zara 489,2016,363739431.0,385336369.0,21596938,Aamir Khan,468391017,Imtiaz Ali,Comedy,8.8
Legend 490,2020,458984888.0,826239690.0,367254802,Alia Bhatt,283018232,Zoya Akhtar,Action,6.0
